index,Achnanthes;spp.,Alexandrium;catenella,Asterionella;glacialis,Asterionellopsis;glacialis,Atecados;XXX,Cerataulina;pelagica,Ceratium;furca,Ceratium;fusus,Chaetoceros;convolutus,Chaetoceros;spp.,Ciliados;spp.,Cistos;XXX,Cocconeis;spp.,Corethron;hystrix,Corethron;spp.,Coscinodiscus;spp.,Cylindrotheca;closterium,Detonula;pumila,Dictyocha;speculum,Dinophysis;acuminata,Dinophysis;acuta,Diplopsalis;spp.,Ditylum;brightwellii,Ebria;XXX,Eucampia;spp.,Eucampia;zodiacus,Euglenophyta;XXX,Flagelado;XXX,Grammatophora;marina,Grammatophora;spp.,Guinardia;delicatula,Guinardia;spp.,Gymnodinium;spp.,Gyrodinium;spp.,Gyrosigma;spp.,Heterocapsa;spp.,Lauderia;spp.,Lepidodinium;aff chlorophorum,Leptocylindrus;danicus,Leptocylindrus;mediterraneus,Leptocylindrus;minimus,Lichmophora;spp.,Melosira;spp.,Mesodinium;rubrum,Nanoplancton;spp.,Navicula;spp.,Nitzschia;longissima,Nitzschia;spp.,Odontella;aurita,Oxitoxum;spp.,Paralia;spp.,Paralia;sulcata,Pennadas;XXX,Pleurosigma;spp.,Prorocentrum;micans,Protoperidinium;spp.,Pseudo-Nitzschia;seriata,Pseudo-Nitzschia;delicatissima,Pseudo-Nitzschia;spp.,Rhizosolenia;aff. setigera,Rhizosolenia;delicatula,Rhizosolenia;spp.,Scrippsiella;spp.,Skeletonema;costatum,Skeletonema;spp.,Stephanopyxis;spp.,Tecados;XXX,Thalassionema;nitzschioides,Thalassiosira;minima,Thalassiosira;spp.,Thalassiotrix;frauenfeldii,Thalassiotrix;spp.,Tintinidos;spp.
2007/08/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.212327977,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.38562403,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.104224018,-0.247585212,0.236913056,-0.302756803,-0.220904883,-0.297053137,-0.103272291,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.156390222,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.288150956,-0.115565556,0.100762029,-0.172686035,-0.332323972,-0.110238168,-0.416438672,-0.191507687,-0.083689314,-0.242438442
2007/08/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.429235672,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.326652933,-0.141187273,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,0.235359088,-0.364467783,-0.145358747,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.032320034,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.129544945,-0.305751998,-0.101309294,-0.171300828,-0.218912688,-0.095981226,-0.308190294,-0.204395044,-0.128377991,-0.182054166,-0.226245073,-0.034319765,-0.115565556,-0.114351278,-0.172686035,-0.332323972,-0.110238168,0.332083081,-0.191507687,-0.083689314,-0.242438442
2007/09/07,1.697059746,-0.132571897,-0.22249409,-0.149678939,0.173285703,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,0.25047251,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.210457694,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.42801375,-0.191507687,-0.083689314,-0.242438442
2007/09/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.180294617,-0.126039646,-0.181952901,-0.20387063,0.355912991,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.255454894,-0.302756803,-0.220904883,0.745870393,0.133769675,-0.364467783,0.196582014,-0.11319782,-0.272474999,-0.180479786,-0.081406374,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.15863879,-0.170324422,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,0.09063474,-0.24712035,-0.223403025,-0.312870297,-0.131384128,-0.305751998,-0.101309294,-0.046597409,0.34094717,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,1.114976069,-0.115565556,-0.243419262,-0.172686035,0.067946437,-0.110238168,-0.148282683,-0.191507687,-0.083689314,-0.242438442
2007/10/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.405134817,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.128554864,-0.186630155,-0.181952901,-0.20387063,0.564940524,-0.212292225,-0.132937169,-0.173616631,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,0.257934514,-0.364467783,2.521010783,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.114056223,-0.24712035,-0.223403025,-0.312870297,-0.128165558,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.069216829,-0.308190294,-0.201470411,0.048861592,-0.182054166,-0.226245073,0.309710867,-0.115565556,-0.243419262,-0.172686035,0.048885941,-0.110238168,-0.386000502,-0.191507687,-0.083689314,-0.242438442
2007/10/21,-0.140098285,-0.132571897,-0.133198842,-0.149678939,-0.53367271,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.175813221,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.183807691,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.043071157,-0.364467783,1.424751264,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,0.266702028,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.158323369,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.130004741,-0.305751998,-0.101309294,-0.212868635,1.386018905,-0.108146861,-0.308190294,-0.210244311,-0.128377991,-0.182054166,-0.226245073,-0.093585779,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.43058599,-0.191507687,-0.083689314,-0.242438442
2007/11/07,0.778480731,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.126039646,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.104224018,-0.247585212,3.519366055,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.145391093,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.215380479,0.199000544,-0.24712035,-0.223403025,-0.312870297,-0.130004741,-0.305751998,-0.101309294,0.119673816,-0.218912688,-0.108146861,-0.308190294,-0.213168944,2.786907562,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.458880627,-0.191507687,-0.083689314,-0.242438442
2007/11/21,-0.048240383,-0.132571897,0.105665945,-0.149678939,-0.250889345,-0.121149509,0.846696514,0.203914795,-0.256067922,0.865663188,0.007259474,0.218244318,-0.20387063,0.481329511,-0.212292225,-0.132937169,-0.208312937,-0.247585212,0.762105535,1.038614487,-0.220904883,-0.297053137,-0.094242121,-0.364467783,-0.114622498,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.464993964,-0.244543887,0.082364455,-0.100614452,0.201604147,-0.23180336,-0.117327734,-0.102482547,-0.089738832,-0.094596315,-0.103047596,-0.157124767,8.039804128,-0.263904128,-0.329645591,-0.094258482,-0.165233962,-0.205967822,-0.216020423,-0.017731063,-0.24712035,-0.223403025,-0.312870297,-0.112716425,-0.305751998,-0.101309294,0.319199287,-0.218912688,-0.053644816,-0.308190294,1.380171322,-0.01470019,3.73440698,-0.226245073,-0.29545545,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,0.380183963,-0.191507687,-0.083689314,-0.242438442
2007/12/07,0.012998218,-0.132571897,0.536515514,-0.149678939,-0.019521137,-0.121149509,1.586087799,-0.239071875,-0.256067922,2.798204064,0.055731881,-0.181952901,-0.20387063,0.564940524,-0.212292225,0.06775002,0.312131662,-0.247585212,0.018082856,-0.302756803,-0.220904883,2.484076275,-0.118322574,0.855529519,0.651222352,-0.11319782,0.733953322,5.241826466,-0.192032669,0.292015182,-0.244543887,-0.015190627,-0.09765679,0.266702028,6.026827983,-0.117327734,-0.10834958,-0.089738832,-0.074294054,-0.103047596,-0.162423846,-0.233968829,0.14348146,-0.329645591,-0.094258482,-0.063039637,-0.205967822,-0.206847894,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.109773733,1.216250985,-0.101309294,1.338996135,0.639539094,0.083259131,-0.308190294,0.114389994,0.440011016,-0.182054166,-0.226245073,-0.146709377,-0.115565556,-0.243419262,-0.172686035,1.306878654,-0.110238168,0.436258788,-0.191507687,-0.083689314,-0.242438442
2007/12/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,0.237554649,-0.121149509,5.283044227,0.499239241,-0.256067922,0.583579686,-0.126039646,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.034831404,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,0.032180261,-0.364467783,0.410455075,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.076117611,-0.103047596,-0.162423846,-0.233968829,-0.136596132,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,1.523471481,-0.24712035,-0.223403025,-0.312870297,0.042878419,-0.305751998,-0.101309294,0.2305213,1.945878764,-0.072460998,-0.308190294,-0.213168944,0.635585728,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.071329846,-0.191507687,-0.083689314,-0.242438442
2008/01/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,10.82847887,-0.239071875,-0.256067922,6.958569066,-0.126039646,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,1.76028864,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,0.669109083,-0.103047596,-0.148229885,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.21218076,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.10793455,-0.305751998,-0.101309294,-0.212868635,1.460666887,0.835906424,-0.308190294,-0.213168944,0.311665111,-0.182054166,-0.226245073,-0.247644212,-0.115565556,0.789124611,-0.172686035,-0.332323972,-0.110238168,-0.443447189,-0.191507687,-0.083689314,-0.242438442
2008/01/21,-0.140098285,-0.132571897,0.648134573,-0.149678939,-0.164126267,-0.121149509,2.510326906,-0.239071875,-0.256067922,0.354417395,-0.141187273,0.318293623,-0.20387063,-0.271169608,-0.212292225,-0.057679473,-0.156268478,-0.247585212,-0.091332244,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,1.264666638,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.014301411,-0.244543887,-0.137134479,-0.09888915,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,1.197028645,-0.103047596,-0.162423846,-0.170324422,-0.263904128,-0.329645591,-0.094258482,-0.163760006,-0.205967822,-0.216180409,3.30E-04,-0.24712035,-0.223403025,-0.312870297,-0.120349033,-0.305751998,-0.101309294,-0.129733022,-0.218912688,0.432007338,-0.308190294,-0.208781994,0.164984077,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,0.954259485,-0.110238168,-0.422869271,-0.191507687,-0.083689314,-0.242438442
2008/02/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.065449137,5.821005381,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,3.87464098,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,19.96835159,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,7.657937683,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.089974933,-0.24712035,-0.223403025,-0.312870297,0.00793395,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.422869271,-0.191507687,-0.083689314,-0.242438442
2008/02/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.019521137,-0.121149509,-0.262390414,1.975861475,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,0.402475245,-0.263904128,2.277331861,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,0.119673816,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.451163908,-0.191507687,-0.083689314,-0.242438442
2008/03/07,0.16609472,-0.132571897,-0.22249409,-0.149678939,-0.212327977,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.329810281,0.096125554,-0.181952901,-0.20387063,-0.271169608,-0.212292225,5.18527335,-0.208312937,-0.247585212,0.018082856,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.484213828,-0.244543887,-0.137134479,-0.102586227,0.266702028,2.897512311,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,4.475717315,3.886336549,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,2.486723072,-0.24712035,6.382593389,-0.312870297,-0.018427666,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.14882701,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,1.268757663,-0.110238168,-0.456308387,-0.191507687,-0.083689314,-0.242438442
2008/03/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.115924557,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.334291677,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.182290708,-0.247585212,-0.091332244,-0.302756803,-0.220904883,-0.297053137,-0.091984578,-0.364467783,2.843741389,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.021735836,-0.244543887,-0.137134479,-0.101353868,-0.140159732,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.064416458,-0.103047596,-0.16100445,0.8798083,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,0.018390871,-0.24712035,-0.223403025,-0.312870297,-0.095520068,-0.305751998,-0.101309294,-0.046597409,-0.218912688,0.514733657,-0.308190294,-0.118849518,-0.128377991,-0.182054166,-0.226245073,-0.241335785,-0.115565556,-0.243419262,-0.172686035,-0.160779511,-0.110238168,-0.460166747,-0.191507687,-0.083689314,-0.242438442
2008/04/07,-0.140098285,-0.132571897,1.842458508,-0.149678939,-0.469403763,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.365661448,-0.126039646,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.104224018,-0.247585212,-0.419577544,-0.302756803,-0.220904883,1.093511569,-0.148423141,-0.364467783,6.145326714,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.003717213,-0.244543887,-0.137134479,-0.099299936,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.049432909,-0.100431695,-0.103047596,-0.153592048,-0.233968829,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.12203495,-0.305751998,-0.101309294,-0.212868635,-0.218912688,0.589349552,-0.308190294,-0.14005311,-0.055037474,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.458880627,-0.191507687,-0.083689314,-0.242438442
2008/04/21,-0.140098285,-0.132571897,0.123524994,-0.149678939,-0.019521137,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,0.018082856,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.05878738,2.897512311,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.033560505,-0.205967822,-0.218580198,-0.114056223,-0.24712035,-0.223403025,-0.312870297,-0.128165558,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.186055714,-0.172686035,0.506337837,-0.110238168,-0.45973804,-0.191507687,-0.083689314,-0.242438442
2008/05/07,0.319191223,-0.132571897,-0.22249409,-0.149678939,-0.34086587,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.391735024,-0.146236482,0.485042464,6.65539523,-0.271169608,-0.212292225,0.168093615,-0.173616631,-0.247585212,-0.200747344,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.292015182,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.159900475,0.0206088,-0.111134532,-0.329645591,-0.094258482,-0.121997902,-0.205967822,-0.216447052,-0.114056223,-0.24712035,-0.223403025,-0.312870297,-0.080959873,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.018367216,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.444304602,-0.191507687,-0.083689314,-0.242438442
2008/05/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.405134817,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,0.355912991,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,0.330015459,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.133683106,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2008/06/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.126039646,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,0.692977688,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,9.156143654,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.112171524,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.130004741,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2008/06/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.212327977,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.045252301,-0.181952901,-0.20387063,0.355912991,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.304027597,-0.244543887,-0.137134479,-0.102586227,-0.221532084,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,3.079595182,-0.312870297,-0.131230863,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.45845192,-0.191507687,-0.083689314,-0.242438442
2008/07/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.469403763,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.397846019,-0.176531737,0.151544782,-0.20387063,-0.271169608,-0.212292225,-0.082765372,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.215380479,-0.162218802,-0.24712035,2.479050053,-0.312870297,-0.132150454,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.458880627,-0.191507687,-0.083689314,-0.242438442
2008/07/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.53367271,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.176531737,0.151544782,-0.20387063,-0.271169608,-0.212292225,-0.032593574,-0.173616631,-0.247585212,-0.310162444,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.056344864,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.233968829,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.217513625,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.131537393,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.303645338,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.458023214,-0.191507687,-0.083689314,-0.242438442
2008/08/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.405134817,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,0.327861425,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.218580198,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.130924332,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
